"id","theme","question","reponse_1","reponse_2","reponse_3","reponse_4","bonne_reponse","explication","difficulte"
"1569","Gastronomie","Quelle boisson est produite à partir de raisins fermentés ?","Le saké","Le cidre","La bière","Le vin","4","Le vin résulte de la fermentation alcoolique du jus de raisin.","1"
"1570","Gastronomie","De quel pays viennent les sushis ?","La Chine","Le Japon","La Corée","Le Vietnam","2","Le sushi japonais associe riz vinaigré et poisson cru ou autres garnitures.","1"
"1571","Gastronomie","Quel légume fait pleurer quand on le coupe ?","L'oignon","Le poireau","Le navet","La carotte","1","L'oignon libère un composé soufré volatil qui irrite les yeux.","1"
"1572","Gastronomie","De quelle plante provient le chocolat ?","Le vanillier","Le cacaoyer","Le cannelier","Le caféier","2","Le chocolat est fabriqué à partir des fèves de cacao issues des cabosses du cacaoyer.","1"
"1573","Gastronomie","Quelle céréale est la base du pain traditionnel français ?","Le riz","L'orge","Le maïs","Le blé","4","La baguette est faite de farine de blé, d'eau, de sel et de levure.","1"
"1574","Gastronomie","Quel plat espagnol à base de riz safrané contient souvent fruits de mer et poulet ?","Le chorizo","Le gazpacho","La paella","La tortilla","3","La paella est originaire de la région de Valence.","1"
"1575","Gastronomie","Quel condiment jaune accompagne traditionnellement les hot-dogs ?","La sauce barbecue","Le ketchup","La mayonnaise","La moutarde","4","La moutarde est le condiment classique du hot-dog américain.","1"
"1576","Gastronomie","Quelle boisson chaude est extraite de grains torréfiés ?","Le café","Le thé","Le chocolat","La tisane","1","Le café provient des grains torréfiés du caféier.","1"
"1577","Gastronomie","Quelle viennoiserie est le symbole du petit-déjeuner français ?","Le croissant","Le scone","Le muffin","Le bagel","1","Le croissant, inspiré du kipferl autrichien, est devenu emblématique de la boulangerie française.","1"
"1578","Gastronomie","De quel animal provient le foie gras traditionnel ?","Du veau","Du poulet","Du porc","Du canard ou de l'oie","4","Le foie gras est obtenu par gavage du canard ou de l'oie.","1"
"1579","Gastronomie","Quelle est la couleur d'un vin issu de raisins noirs vinifiés avec la peau ?","Jaune","Rosé","Rouge","Blanc","3","La couleur rouge provient des pigments contenus dans la peau du raisin lors de la macération.","1"
"1580","Gastronomie","Quel pays a inventé les pâtes selon la tradition populaire européenne ?","La France","L'Espagne","L'Italie","La Grèce","3","Les pâtes sont indissociables de la culture culinaire italienne, même si leur origine est débattue.","1"
"1581","Gastronomie","Quel fruit est utilisé pour faire le cidre ?","La pomme","Le raisin","La poire","La prune","1","Le cidre est issu de la fermentation du jus de pomme.","1"
"1582","Gastronomie","Quel plat japonais consiste en des nouilles servies dans un bouillon ?","Le yakitori","Le tempura","Le sushi","Le ramen","4","Le ramen, d'origine chinoise, est devenu un plat emblématique du Japon.","1"
"1583","Gastronomie","De quel pays est originaire le couscous ?","La Turquie","La Grèce","Le Maghreb","Le Liban","3","Le couscous, à base de semoule de blé dur, est un plat traditionnel du Maghreb.","1"
"1584","Gastronomie","Quel dessert italien est composé de biscuits imbibés de café et de mascarpone ?","La panna cotta","Le cannolo","Le zabaione","Le tiramisu","4","Le tiramisu signifie littéralement 'remonte-moi', en référence à son effet énergisant.","1"
"1585","Gastronomie","Quelle est la particularité du fromage à raclette ?","Il est frais","Il est bleu","Il se mange cru uniquement","Il est fondu et raclé sur les aliments","4","La raclette est une tradition suisse et savoyarde consistant à faire fondre la tranche de fromage.","1"
"1586","Gastronomie","Quel alcool est distillé à partir de la canne à sucre ?","Le whisky","Le rhum","La vodka","Le gin","2","Le rhum est produit à partir du jus de canne ou de la mélasse.","1"
"1587","Gastronomie","Quel guide gastronomique attribue des étoiles aux restaurants ?","Le Gault et Millau","Le Guide Michelin","Le Routard","Le Fooding","2","Le Guide Michelin décerne de une à trois étoiles depuis 1926.","1"
"1588","Gastronomie","Quel fruit est à la base du vin de Bordeaux comme de celui de Bourgogne ?","Le raisin","La prune","La pomme","La groseille","1","Tous les vins sont issus du raisin, mais les cépages diffèrent selon les régions.","1"
"1589","Gastronomie","Quelle région du nord-est de la France est mondialement connue pour son vin pétillant prestigieux ?","La Bourgogne","L'Alsace","La Champagne","La Loire","3","Seuls les vins effervescents de cette appellation peuvent porter le nom de champagne.","1"
"1590","Gastronomie","Quel est le principal ingrédient du tofu ?","Le riz","Le blé","Le soja","Le pois chiche","3","Le tofu est obtenu par coagulation du lait de soja.","1"
"1591","Gastronomie","Quel plat mexicain consiste en une galette de maïs garnie et pliée ?","Le curry","Le risotto","La paella","Le taco","4","Le taco se compose d'une tortilla garnie de viande, légumes et sauces.","1"
"1592","Gastronomie","Quel fruit sec est utilisé pour faire le beurre de cacahuète ?","La noisette","L'amande","La noix","L'arachide","4","L'arachide, ou cacahuète, est en réalité une légumineuse.","1"
"1593","Gastronomie","Quel plat suisse consiste à tremper du pain dans du fromage fondu ?","Le rösti","La raclette","La fondue","La tartiflette","3","La fondue suisse mélange traditionnellement gruyère et vacherin, avec du vin blanc.","1"
"1594","Gastronomie","Quelle célèbre pâtisserie française est composée de deux coques et d'une garniture ?","Le macaron","L'éclair","Le paris-brest","Le mille-feuille","1","Le macaron parisien associe deux coques de meringue à l'amande et une ganache.","1"
"1595","Gastronomie","Quelle huile est la base de la cuisine méditerranéenne ?","L'huile de colza","L'huile de palme","L'huile de tournesol","L'huile d'olive","4","L'huile d'olive est au cœur du régime méditerranéen.","1"
"1596","Gastronomie","Quel fruit de mer est traditionnellement dégusté cru avec un filet de citron ?","Le bulot","L'huître","La coquille Saint-Jacques","La moule","2","L'huître se consomme crue, souvent accompagnée d'un vin blanc sec.","1"
"1597","Gastronomie","Quel plat français est un ragoût de bœuf mijoté au vin rouge ?","Le blanquette","La daube niçoise","Le bœuf bourguignon","Le pot-au-feu","3","Le bœuf bourguignon associe bœuf, vin rouge, lardons, champignons et oignons.","1"
"1598","Gastronomie","Quel plat marocain est cuit dans un récipient en terre à couvercle conique ?","Le tajine","La pastilla","La harira","Le couscous","1","Le tajine désigne à la fois le plat et le récipient qui permet une cuisson à l'étouffée.","1"
"1599","Gastronomie","Quelle épice est la plus chère au monde au poids ?","La vanille","La cardamome","Le poivre","Le safran","4","Il faut environ 150 000 fleurs de crocus pour obtenir un kilo de safran.","2"
"1600","Gastronomie","Quel plat français est composé de pommes de terre, reblochon, lardons et oignons ?","La tartiflette","La fondue","La raclette","Le gratin dauphinois","1","La tartiflette est une spécialité savoyarde relativement récente, popularisée dans les années 1980.","2"
"1601","Gastronomie","Quelle est la sauce mère à base de lait et de roux ?","L'espagnole","La tomate","La béchamel","La velouté","3","La béchamel est réalisée avec un roux blanc et du lait ; elle sert de base à de nombreux gratins.","2"
"1602","Gastronomie","Quelle boisson japonaise est issue de la fermentation du riz ?","Le saké","Le sencha","Le mirin","Le shochu","1","Le saké est obtenu par fermentation du riz poli.","2"
"1603","Gastronomie","Quel pays produit le plus de café au monde ?","Le Brésil","L'Éthiopie","La Colombie","Le Vietnam","1","Le Brésil est de loin le premier producteur mondial de café.","2"
"1604","Gastronomie","Quel fromage français bleu est affiné dans les caves d'un village de l'Aveyron ?","Le roquefort","La fourme d'Ambert","Le bleu d'Auvergne","Le gorgonzola","1","Le roquefort est affiné dans les caves naturelles de Roquefort-sur-Soulzon.","2"
"1605","Gastronomie","Quelle est l'origine du terme 'al dente' pour les pâtes ?","Elles sont froides","Elles restent légèrement fermes sous la dent","Elles sont molles","Elles sont crues","2","'Al dente' signifie littéralement 'à la dent' en italien.","2"
"1606","Gastronomie","Quel plat vietnamien est une soupe de nouilles au bouillon parfumé ?","Le ramen","Le bibimbap","Le pho","Le pad thaï","3","Le pho, à base de nouilles de riz et de bouillon de bœuf ou de poulet, est le plat national vietnamien.","2"
"1607","Gastronomie","Combien d'étoiles au maximum peut obtenir un restaurant au Guide Michelin ?","4","2","3","5","3","Trois étoiles signifient une 'table qui vaut le voyage'.","2"
"1608","Gastronomie","Quel condiment coréen fermenté est à base de chou ?","Le tofu","Le kimchi","Le gochujang","Le miso","2","Le kimchi, chou fermenté épicé, accompagne quasiment tous les repas coréens.","2"
"1609","Gastronomie","Quel type de pâte, cuite deux fois, permet de réaliser des éclairs et des profiteroles ?","La pâte à choux","La pâte sablée","La pâte brisée","La pâte feuilletée","1","La pâte à choux gonfle sous l'effet de la vapeur d'eau pendant la cuisson.","2"
"1610","Gastronomie","Quel gaz donne les bulles du champagne ?","L'hélium","Le dioxyde de carbone","L'oxygène","L'azote","2","Le CO2 est produit lors de la seconde fermentation en bouteille.","2"
"1611","Gastronomie","Quelle épice donne sa couleur jaune au curry ?","Le curcuma","Le cumin","Le safran","Le paprika","1","Le curcuma est le principal colorant naturel des mélanges de curry.","2"
"1612","Gastronomie","Quel pain plat indien accompagne souvent les currys ?","Le focaccia","La tortilla","Le pita","Le naan","4","Le naan est cuit contre la paroi du four tandoor.","2"
"1613","Gastronomie","Quel plat italien de riz crémeux est remué en continu pendant la cuisson ?","Le risotto","Les gnocchi","La polenta","Les tagliatelles","1","Le risotto s'obtient en incorporant progressivement le bouillon au riz arborio ou carnaroli.","2"
"1614","Gastronomie","Quel est l'ingrédient principal de la mayonnaise ?","Le lait","L'huile et le jaune d'œuf","Le beurre","La crème","2","La mayonnaise est une émulsion d'huile dans le jaune d'œuf, stabilisée par la lécithine.","2"
"1615","Gastronomie","Quel poisson est utilisé pour préparer les sushis nigiri les plus classiques ?","La sardine","La sole","Le thon ou le saumon","Le hareng","3","Thon (maguro) et saumon (sake) figurent parmi les garnitures les plus répandues.","2"
"1616","Gastronomie","Quel produit de la mer est à la base du surimi ?","La chair de poisson blanc","Le crabe","Le homard","La crevette","1","Le surimi est fabriqué à partir de chair de poisson blanc broyée, aromatisée au goût de crabe.","2"
"1617","Gastronomie","Quel plat alsacien associe choucroute et charcuterie ?","Le kougelhopf","La flammekueche","La choucroute garnie","Le baeckeoffe","3","La choucroute garnie associe chou fermenté, saucisses, lard et pommes de terre.","2"
"1618","Gastronomie","Quel est le pays d'origine du kebab ?","L'Iran","Le Liban","La Turquie","La Grèce","3","Le döner kebab est né en Turquie ; il s'est diffusé en Europe via l'Allemagne.","2"
"1619","Gastronomie","Quel plat grec associe aubergines, viande hachée et béchamel ?","La moussaka","La feta","Le tzatziki","Le souvlaki","1","La moussaka est un gratin traditionnel grec, proche du parmigiana italien.","2"
"1620","Gastronomie","De quel pays vient le gaspacho, soupe froide de légumes ?","Le Portugal","La Grèce","L'Espagne","L'Italie","3","Le gaspacho andalou se boit frais, à base de tomate, concombre et poivron.","2"
"1621","Gastronomie","Combien de temps faut-il pour cuire un œuf à la coque, environ ?","20 minutes","3 minutes","1 minute","10 minutes","2","Un œuf à la coque cuit environ 3 minutes dans l'eau bouillante ; le blanc prend, le jaune reste liquide.","2"
"1622","Gastronomie","Quel ustensile sert à séparer le blanc du jaune d'œuf sans le percer ?","La spatule","L'écumoire","Le fouet","Le sépare-œuf","4","Le sépare-œuf retient le jaune tout en laissant passer le blanc.","2"
"1623","Gastronomie","Quel produit italien est un jambon cru affiné célèbre ?","La mortadelle","La pancetta","Le salami","Le prosciutto di Parma","4","Le prosciutto di Parma est affiné au minimum douze mois.","2"
"1624","Gastronomie","Quelle boisson mexicaine est distillée à partir de l'agave bleue ?","Le pulque","La tequila","Le rhum","Le mezcal","2","La tequila provient exclusivement de l'agave bleue de la région de Tequila.","2"
"1625","Gastronomie","Quelle est la particularité du riz utilisé pour les sushis ?","Il est frit","Il est cuit à la vapeur seulement","Il est assaisonné de vinaigre, sucre et sel","Il est cru","3","Le riz à sushi (shari) est assaisonné pour lui donner goût et texture collante.","2"
"1626","Gastronomie","Quelle viande est utilisée dans la blanquette traditionnelle ?","Le porc","Le bœuf","L'agneau","Le veau","4","La blanquette de veau est mijotée dans un bouillon crémé, sans coloration.","2"
"1627","Gastronomie","Quel produit laitier est obtenu en barattant la crème ?","Le beurre","Le yaourt","La crème fraîche","Le fromage blanc","1","Le barattage sépare la matière grasse (beurre) du babeurre.","2"
"1628","Gastronomie","Quelle échelle mesure la force des piments ?","L'échelle de Mohs","L'échelle de Richter","L'échelle de Scoville","L'échelle de Beaufort","3","L'échelle de Scoville, créée en 1912, quantifie la concentration en capsaïcine.","2"
"1629","Gastronomie","Quelle est la base de la sauce pesto génoise ?","Le persil","Le basilic","La coriandre","La menthe","2","Le pesto associe basilic, pignons, ail, parmesan et huile d'olive.","2"
"1630","Gastronomie","Quel dessert oriental est fait de pâte filo, de noix et de sirop ?","Le baklava","Le loukoum","Le kunefe","Le halva","1","Le baklava est répandu de la Turquie à la Grèce et au Moyen-Orient.","2"
"1631","Gastronomie","Quel type de cuisson consiste à plonger brièvement un aliment dans l'eau bouillante ?","Le pochage","Le braisage","Le rissolage","Le blanchiment","4","Le blanchiment fixe la couleur des légumes et facilite l'épluchage.","3"
"1632","Gastronomie","Quelle sauce française est à base de jaune d'œuf, de beurre clarifié et de citron ?","La béchamel","La béarnaise","La hollandaise","La mayonnaise","3","La sauce hollandaise est l'une des sauces mères de la cuisine française.","3"
"1633","Gastronomie","Quel poisson est traditionnellement utilisé pour faire de la bouillabaisse ?","Le saumon","Le cabillaud","Les poissons de roche méditerranéens","La truite","3","La bouillabaisse marseillaise utilise rascasse, grondin, congre et autres poissons de roche.","3"
"1634","Gastronomie","Quel plat coréen consiste en un bol de riz garni de légumes, viande et œuf ?","Le kimchi","Le japchae","Le bibimbap","Le bulgogi","3","Le bibimbap se mélange avant d'être dégusté, souvent avec de la pâte de piment gochujang.","3"
"1635","Gastronomie","Quel cépage rouge est emblématique de la Bourgogne ?","La syrah","Le merlot","Le cabernet sauvignon","Le pinot noir","4","Le pinot noir donne les grands rouges de Bourgogne, comme le Gevrey-Chambertin.","3"
"1636","Gastronomie","Quel cépage blanc est utilisé pour le Chablis ?","Le chardonnay","Le riesling","Le sauvignon","Le viognier","1","Le Chablis est un vin blanc de Bourgogne issu exclusivement du chardonnay.","3"
"1637","Gastronomie","Quelle plante donne la vanille ?","Un cactus","Une orchidée","Un arbre","Une fougère","2","La vanille provient de la gousse d'une orchidée du genre Vanilla.","3"
"1638","Gastronomie","Quelle est la température idéale de service d'un vin rouge, en général ?","5 °C","16-18 °C","25 °C","0 °C","2","Un rouge se sert généralement entre 16 et 18 °C, soit plus frais que la température ambiante moderne.","3"
"1639","Gastronomie","Quel dessert français est flambé au grand Marnier avec des crêpes ?","Les crêpes Suzette","Le baba au rhum","Le kouign-amann","La crêpe bretonne","1","Les crêpes Suzette sont nappées d'une sauce à l'orange puis flambées.","3"
"1640","Gastronomie","Quelle spécialité bretonne est un gâteau très beurré et caramélisé ?","Le quatre-quarts","La galette","Le kouign-amann","Le far breton","3","Le kouign-amann signifie 'gâteau au beurre' en breton.","3"
"1641","Gastronomie","Quelle est la spécialité de Lyon appelée 'quenelle' ?","Un fromage","Une préparation pochée à base de farine et de poisson ou volaille","Une soupe","Un vin","2","La quenelle lyonnaise, souvent au brochet, se sert avec une sauce Nantua.","3"
"1642","Gastronomie","Quelle est la principale différence entre le sucre roux et le sucre blanc ?","Le sucre roux est artificiel","Leur calorie","La présence de mélasse résiduelle","Leur origine botanique","3","Le sucre roux conserve une part de mélasse qui lui donne sa couleur et son goût.","3"
"1643","Gastronomie","Quel est le point commun entre le brie et le camembert ?","Ce sont des pâtes molles à croûte fleurie","Ce sont des pâtes pressées","Ce sont des chèvres","Ce sont des bleus","1","Tous deux sont des fromages à pâte molle recouverts d'une croûte de Penicillium.","3"
"1644","Gastronomie","Quel fruit tropical est surnommé 'roi des fruits' en Asie du Sud-Est malgré son odeur forte ?","Le durian","Le litchi","La papaye","La mangue","1","Le durian est interdit dans de nombreux hôtels et transports en raison de son odeur puissante.","3"
"1645","Gastronomie","Quelle bactérie transforme le lait en yaourt ?","Le Penicillium","Les ferments lactiques","La levure de bière","Escherichia coli","2","Lactobacillus bulgaricus et Streptococcus thermophilus acidifient le lait pour le faire cailler.","3"
"1646","Gastronomie","Quel ingrédient donne son piquant au piment ?","La capsaïcine","L'allicine","La sinigrine","La pipérine","1","La capsaïcine active les récepteurs de la chaleur ; son intensité se mesure en unités Scoville.","3"
"1647","Gastronomie","Quel plat suisse-allemand est une galette de pommes de terre râpées ?","La galette","Le rösti","Le gratin","La tortilla","2","Le rösti est une spécialité alémanique servie souvent au petit-déjeuner ou en accompagnement.","3"
"1648","Gastronomie","Quel type de thé est le plus oxydé ?","Le thé vert","Le thé noir","Le thé blanc","Le thé oolong","2","Le thé noir subit une oxydation complète, contrairement au thé vert.","3"
"1649","Gastronomie","Quel repas gastronomique est également inscrit au patrimoine immatériel de l'UNESCO depuis 2010 ?","Le repas gastronomique des Français","Le tapas espagnol","Le smorgasbord suédois","Le brunch américain","1","Le repas gastronomique des Français a été le premier à obtenir cette reconnaissance.","3"
"1650","Gastronomie","Quel est le principe de la cuisson sous vide à basse température ?","Une cuisson très rapide","Une friture","Une cuisson au four sec","Une cuisson longue à température contrôlée dans un sachet","4","Le sous-vide permet une cuisson homogène et précise, popularisée par la gastronomie moderne.","3"
"1651","Gastronomie","Quel chef français a été surnommé le 'pape de la gastronomie' et a marqué Lyon ?","Pierre Hermé","Auguste Escoffier","Paul Bocuse","Alain Ducasse","3","Paul Bocuse a conservé trois étoiles pendant plus de cinquante ans.","3"
"1652","Gastronomie","Quel chef français est le plus étoilé de l'histoire du Guide Michelin ?","Paul Bocuse","Alain Ducasse","Joël Robuchon","Pierre Gagnaire","3","Joël Robuchon a cumulé plus de trente étoiles à travers ses restaurants dans le monde.","4"
"1653","Gastronomie","Quelle réaction chimique donne la croûte dorée du pain et le goût de la viande grillée ?","L'oxydation","La réaction de Maillard","La caramélisation seule","La fermentation","2","La réaction de Maillard, entre sucres et acides aminés, développe arômes et couleur.","4"
"1654","Gastronomie","Quelle levure est utilisée pour la fabrication du pain et de la bière ?","Saccharomyces cerevisiae","Aspergillus","Penicillium","Lactobacillus","1","Saccharomyces cerevisiae transforme les sucres en alcool et en CO2.","4"
"1655","Gastronomie","Quel plat brésilien mijoté associe haricots noirs et viandes de porc ?","Le pão de queijo","La moqueca","La feijoada","Le churrasco","3","La feijoada est considérée comme le plat national brésilien.","4"
"1656","Gastronomie","Quel pays est le plus grand consommateur de thé par habitant ?","L'Inde","Le Royaume-Uni","La Turquie","La Chine","3","La Turquie devance largement le Royaume-Uni en consommation de thé par habitant.","4"
"1657","Gastronomie","Quel fruit contient une enzyme qui empêche la gélatine de prendre ?","La poire","L'ananas","La banane","La pomme","2","La broméline de l'ananas frais dégrade les protéines de la gélatine.","4"
"1658","Gastronomie","Quelle pâtisserie marocaine sucrée-salée est à base de pigeon ou de poulet ?","La chebakia","La pastilla","Le baklava","Le makrout","2","La pastilla associe feuilles de brick, viande, amandes et sucre glace.","4"
"1659","Gastronomie","Quelle est la spécialité de Naples inscrite au patrimoine immatériel de l'UNESCO en 2017 ?","Le limoncello","L'art du pizzaiolo napolitain","Les spaghettis","La mozzarella","2","L'UNESCO a inscrit le savoir-faire des pizzaiolos napolitains en 2017.","4"
"1660","Gastronomie","Quelle partie du safran est récoltée ?","La feuille","La racine","Le stigmate de la fleur","La graine","3","On récolte à la main les trois stigmates rouges de chaque fleur de crocus.","4"
"1661","Gastronomie","Quel cuisinier a codifié la cuisine française moderne au début du XXe siècle ?","Robuchon","Bocuse","Auguste Escoffier","Carême","3","Escoffier a organisé la brigade de cuisine et codifié les sauces dans son 'Guide culinaire' (1903).","4"
"1662","Gastronomie","Quel ingrédient donne son goût caractéristique à l'absinthe ?","Le fenouil seul","L'anis et la grande absinthe","Le genièvre","La menthe","2","L'absinthe associe grande absinthe, anis vert et fenouil.","4"
"1663","Gastronomie","Combien de temps un comté peut-il être affiné au maximum en pratique ?","10 ans","2 semaines","Plus de 3 ans","3 mois","3","Les comtés d'exception peuvent être affinés plus de 36 mois, développant des notes très complexes.","4"
"1664","Géographie","Quel est le plus grand océan du monde ?","Océan Atlantique","Océan Pacifique","Océan Arctique","Océan Indien","2","Le Pacifique couvre à lui seul environ un tiers de la surface terrestre.","1"
"1665","Géographie","Sur quel continent se trouve l'Égypte ?","Europe","Amérique du Sud","Asie","Afrique","4","L'Égypte est située dans le nord-est du continent africain.","1"
"1666","Géographie","Quel fleuve traverse la ville de Paris ?","La Garonne","La Seine","Le Rhône","La Loire","2","La Seine relie Paris à la Manche.","1"
"1667","Géographie","Quel est le plus grand désert chaud du monde ?","Le désert d'Arabie","Le désert de Gobi","Le Sahara","Le Kalahari","3","Le Sahara s'étend sur une grande partie du nord de l'Afrique.","1"
"1668","Géographie","Quel est le plus haut sommet du monde ?","Le Lhotse","L'Everest","Le K2","Le Kangchenjunga","2","L'Everest culmine à 8 849 mètres à la frontière entre le Népal et le Tibet.","1"
"1669","Géographie","Quel océan borde la côte est des États-Unis ?","L'océan Arctique","L'océan Atlantique","L'océan Indien","L'océan Pacifique","2","La côte est américaine fait face à l'Europe de l'autre côté de l'Atlantique.","1"
"1670","Géographie","Quel pays possède le plus grand territoire du monde ?","Le Canada","Les États-Unis","La Chine","La Russie","4","La Russie s'étend sur onze fuseaux horaires.","1"
"1671","Géographie","Quel fleuve traverse l'Égypte du sud au nord ?","Le Nil","Le Niger","Le Zambèze","Le Congo","1","Le Nil se jette dans la Méditerranée après avoir traversé l'Égypte.","1"
"1672","Géographie","Quel est le plus grand pays d'Amérique du Sud ?","Le Pérou","La Colombie","Le Brésil","L'Argentine","3","Le Brésil couvre près de la moitié de la superficie du continent sud-américain.","1"
"1673","Géographie","Quelle chaîne de montagnes sépare la France de l'Espagne ?","Les Alpes","Les Pyrénées","Le Jura","Le Massif Central","2","Cette chaîne s'étend d'ouest en est le long de la frontière franco-espagnole.","1"
"1674","Géographie","Quelle île méditerranéenne est à la fois une région française et le lieu de naissance de Napoléon ?","Malte","La Sardaigne","La Corse","La Sicile","3","Napoléon Bonaparte est né à Ajaccio en 1769.","1"
"1675","Géographie","Quel fleuve traverse Londres ?","La Tamise","La Severn","La Mersey","L'Avon","1","La Tamise traverse la capitale britannique d'ouest en est.","1"
"1676","Géographie","Quelle chaîne de montagnes sépare l'Inde du Népal et du Tibet ?","L'Hindou Kouch","L'Himalaya","Le Karakoram","Les monts Altaï","2","Cette chaîne abrite les plus hauts sommets du monde, dont l'Everest.","1"
"1677","Géographie","Quel pays possède la plus grande forêt tropicale du monde, la forêt amazonienne ?","Le Venezuela","Le Brésil","Le Pérou","La Colombie","2","Le Brésil abrite environ 60% de la forêt amazonienne.","1"
"1678","Géographie","Quel océan sépare l'Amérique du Sud de l'Afrique ?","L'océan Austral","L'océan Pacifique","L'océan Indien","L'océan Atlantique","4","Cet océan s'étend entre les deux continents d'est en ouest.","1"
"1679","Géographie","Quelle mer borde la Libye, la Tunisie et l'Algérie au nord ?","La mer Méditerranée","La mer Adriatique","La mer Noire","La mer Rouge","1","Ces trois pays d'Afrique du Nord ont une large façade sur cette mer.","1"
"1680","Géographie","Quelle chaîne de montagnes est traditionnellement considérée comme la frontière entre l'Europe et l'Asie ?","L'Oural","L'Himalaya","Les Alpes","Les Andes","1","Cette chaîne s'étend sur plusieurs milliers de kilomètres en Russie.","2"
"1681","Géographie","Quel détroit sépare l'Europe de l'Afrique ?","Le détroit du Bosphore","Le détroit de Gibraltar","Le détroit de Malacca","Le détroit de Béring","2","Ce détroit relie l'océan Atlantique à la mer Méditerranée.","2"
"1682","Géographie","Quel est le point culminant du continent africain ?","Le Ras Dashen","Le mont Kenya","Le mont Toubkal","Le Kilimandjaro","4","Ce volcan situé en Tanzanie culmine à environ 5 895 mètres.","2"
"1683","Géographie","Quelle mer est bordée par l'Égypte, l'Arabie saoudite et le Soudan ?","La mer Caspienne","La mer d'Oman","La mer Rouge","La mer Noire","3","Cette mer sépare l'Afrique de la péninsule arabique.","2"
"1684","Géographie","Quel continent abrite le plus grand nombre de pays ?","L'Europe","L'Amérique du Sud","L'Afrique","L'Asie","3","L'Afrique compte 54 pays reconnus par l'ONU.","2"
"1685","Géographie","Quelle est la plus grande île du monde ?","Bornéo","La Nouvelle-Guinée","Le Groenland","Madagascar","3","Le Groenland, territoire danois, est bien plus vaste que l'Australie qui est classée comme continent.","2"
"1686","Géographie","Quel pays est traversé par le cercle polaire arctique et compte de nombreux fjords ?","Le Danemark","La Finlande","La Norvège","La Suède","3","La Norvège possède un littoral découpé par de nombreux fjords glaciaires.","2"
"1687","Géographie","Quelle chaîne de montagnes traverse toute l'Amérique du Sud le long de sa côte ouest ?","Les Appalaches","La Sierra Madre","Les Andes","Les Rocheuses","3","Les Andes forment la plus longue chaîne de montagnes continentale du monde.","2"
"1688","Géographie","Quel volcan italien domine la baie de Naples ?","L'Etna","Le Stromboli","Le Vésuve","Le Vulcano","3","Ce volcan a détruit la ville antique de Pompéi en 79 après J.-C.","2"
"1689","Géographie","Quel fleuve se jette dans la mer du Nord après avoir traversé l'Allemagne et les Pays-Bas ?","L'Elbe","Le Rhin","L'Escaut","La Meuse","2","Le Rhin prend sa source en Suisse avant de traverser plusieurs pays européens.","2"
"1690","Géographie","Quel pays est bordé par la mer Baltique au nord et compte de nombreux lacs ?","La Finlande","Le Danemark","L'Islande","La Norvège","1","La Finlande est parfois surnommée le 'pays des mille lacs'.","2"
"1691","Géographie","Comment surnomme-t-on la vaste zone désertique du centre de l'Australie ?","L'Outback","La Pampa","Le Bush vert","Le Veld","1","L'Outback désigne l'immense intérieur aride et semi-aride de l'Australie, très faiblement peuplé.","2"
"1692","Géographie","Quelle mer sépare l'Italie de la péninsule balkanique ?","La mer Adriatique","La mer Tyrrhénienne","La mer Ionienne","La mer Égée","1","Cette mer borde notamment Venise à son extrémité nord.","2"
"1693","Géographie","Quelle capitale européenne, célèbre pour ses vestiges antiques, est bâtie sur sept collines ?","Rome","Édimbourg","Athènes","Lisbonne","1","Rome est traditionnellement dite bâtie sur sept collines.","2"
"1694","Géographie","Quelle chaîne de montagnes abrite le mont Blanc, point culminant de l'Europe occidentale ?","Les Alpes","Les Carpates","Le Caucase","Les Pyrénées","1","Le mont Blanc culmine à environ 4 805 mètres à la frontière franco-italienne.","2"
"1695","Géographie","Quelle région désertique s'étend entre l'Algérie, le Mali et le Niger ?","Le Namib","Le Sahara","Le Sahel","Le Kalahari","2","Le Sahara est le plus vaste désert chaud du monde.","2"
"1696","Géographie","Quel canal artificiel relie la mer Méditerranée à la mer Rouge ?","Le canal de Corinthe","Le canal de Panama","Le canal de Suez","Le canal de Kiel","3","Ce canal égyptien a été inauguré en 1869.","2"
"1697","Géographie","Quel canal artificiel relie l'océan Atlantique à l'océan Pacifique en Amérique centrale ?","Le canal de Corinthe","Le canal de Panama","Le canal de Suez","Le canal de Nicaragua","2","Ce canal a été achevé en 1914 et raccourcit considérablement les routes maritimes.","2"
"1698","Géographie","Quel fleuve traverse Rome ?","Le Tibre","Le Pô","L'Adige","L'Arno","1","Le Tibre traverse la capitale italienne du nord au sud.","2"
"1699","Géographie","Quelle région polaire est un continent recouvert de glace, sans population permanente ?","L'Arctique","L'Antarctique","Le Groenland","La Sibérie","2","L'Antarctique est régi par un traité international interdisant toute exploitation militaire ou minière.","2"
"1700","Géographie","Quelle chaîne de montagnes traverse l'ouest des États-Unis et du Canada ?","Les Rocheuses","Les Cascades","La Sierra Nevada","Les Appalaches","1","Les Rocheuses s'étendent du Nouveau-Mexique jusqu'en Colombie-Britannique.","2"
"1701","Géographie","Quel golfe sépare la péninsule arabique de l'Iran ?","La mer Rouge","Le golfe d'Oman","Le golfe d'Aden","Le golfe Persique","4","Cette zone maritime est riche en gisements de pétrole.","2"
"1702","Géographie","Quelle capitale est traversée par le fleuve Danube ?","Bucarest","Varsovie","Prague","Budapest","4","Budapest est en réalité composée de deux villes, Buda et Pest, réunies par le fleuve.","2"
